Name,League,Year,Club,Matches Played,Starts,Minutes,Goals,Assists,Penalty Goals,Penalty Attempts,xGoals,non-penalty xGoals,xAssists
Andrea Petagna,2013-2014,1. Serie A,Milan,3,0,43,0,0,0,0,,,
Andrea Petagna,2013-2014,1. Serie A,Sampdoria,3,0,52,0,0,0,0,,,
Andrea Petagna,2014-2015,2. Serie B,Vicenza,12,4,344,1,1,0,0,,,
Andrea Petagna,2014-2015,2. Serie B,Latina,10,6,452,0,2,0,0,,,
Andrea Petagna,2015-2016,2. Serie B,Ascoli,32,20,"2,116",7,0,1,1,,,
Andrea Petagna,2016-2017,1. Serie A,Atalanta,34,31,"2,614",5,7,0,0,,,
Andrea Petagna,2017-2018,1. Serie A,Atalanta,29,22,"1,618",4,5,0,0,4.7,4.7,4.1
Andrea Petagna,2018-2019,1. Serie A,SPAL,36,35,"3,031",16,1,6,6,13.5,8.7,2.2
Andrea Petagna,2019-2020,1. Serie A,SPAL,36,33,"3,032",12,1,5,5,13.4,7.9,3.6
Andrea Petagna,2020-2021,1. Serie A,Napoli,26,9,964,4,3,0,0,4.1,4.1,2.5
Andrea Petagna,2021-2022,1. Serie A,Napoli,24,4,586,3,1,0,0,1.6,1.6,1.7
Andrea Petagna,2022-2023,1. Serie A,Monza,31,19,"1,663",4,5,1,1,5.7,4.9,4.4
Andrea Petagna,2023-2024,1. Serie A,Cagliari,18,13,995,1,1,0,0,1.6,1.6,1.0
Andrea Petagna,2023-2024,1. Serie A,Monza,0,0,,,,,,,,
Andrea Petagna,2024-2025,1. Serie A,Monza,4,2,181,0,0,0,0,0.2,0.2,0.0
Andrea Pinamonti,2016-2017,1. Serie A,Inter,2,0,21,0,0,0,0,,,
Andrea Pinamonti,2017-2018,1. Serie A,Inter,1,0,14,0,0,0,0,0.1,0.1,0.0
Andrea Pinamonti,2018-2019,1. Serie A,Frosinone,27,17,"1,625",5,3,0,0,6.5,6.5,0.5
Andrea Pinamonti,2019-2020,1. Serie A,Genoa,32,23,"2,236",5,1,1,1,6.0,4.3,0.7
Andrea Pinamonti,2020-2021,1. Serie A,Inter,8,1,169,1,0,0,0,0.7,0.7,0.1
Andrea Pinamonti,2021-2022,1. Serie A,Inter,0,0,,,,,,,,
Andrea Pinamonti,2021-2022,1. Serie A,Empoli,36,32,"2,869",13,2,4,4,12.7,9.5,2.9
Andrea Pinamonti,2022-2023,1. Serie A,Sassuolo,32,25,"2,161",5,0,1,1,7.1,6.3,1.5
Andrea Pinamonti,2023-2024,1. Serie A,Sassuolo,38,37,"3,076",11,1,2,2,8.9,6.6,1.9
Andrea Pinamonti,2024-2025,1. Serie A,Genoa,13,12,"1,050",5,1,0,0,3.3,3.3,0.8
Andrea Ranocchia,2006-2007,2. Serie B,Arezzo,24,19,"1,836",1,1,0,0,,,
Andrea Ranocchia,,,,,,,,,,,,,
Andrea Ranocchia,2008-2009,2. Serie B,Bari,17,10,"1,084",1,0,0,0,,,
Andrea Ranocchia,2009-2010,1. Serie A,Bari,17,17,"1,490",2,1,0,0,,,
Andrea Ranocchia,2010-2011,1. Serie A,Genoa,16,16,"1,314",2,1,0,0,,,
Andrea Ranocchia,2010-2011,1. Serie A,Inter,18,17,"1,483",1,1,0,0,,,
Andrea Ranocchia,2011-2012,1. Serie A,Inter,12,11,995,1,1,0,0,,,
Andrea Ranocchia,2012-2013,1. Serie A,Inter,32,32,"2,788",2,1,0,0,,,
Andrea Ranocchia,2013-2014,1. Serie A,Inter,24,23,"2,095",1,0,0,0,,,
Andrea Ranocchia,2014-2015,1. Serie A,Inter,33,32,"2,849",2,0,0,0,,,
Andrea Ranocchia,2015-2016,1. Serie A,Sampdoria,14,13,"1,143",0,0,0,0,,,
Andrea Ranocchia,2015-2016,1. Serie A,Inter,10,1,218,0,0,0,0,,,
Andrea Ranocchia,2016-2017,1. Premier League,Hull City,16,15,"1,330",2,2,0,0,,,
Andrea Ranocchia,2016-2017,1. Serie A,Inter,5,5,379,0,0,0,0,,,
Andrea Ranocchia,2017-2018,1. Serie A,Inter,11,7,627,2,0,0,0,0.8,0.8,0.0
Andrea Ranocchia,2018-2019,1. Serie A,Inter,4,0,62,0,0,0,0,0.1,0.1,0.0
Andrea Ranocchia,2019-2020,1. Serie A,Inter,7,5,526,0,0,0,0,0.5,0.5,0.0
Andrea Ranocchia,2020-2021,1. Serie A,Inter,8,8,703,0,1,0,0,1.6,1.6,0.5
Andrea Ranocchia,2021-2022,1. Serie A,Inter,6,3,341,0,0,0,0,0.5,0.5,0.0
Andrea Ranocchia,2022-2023,1. Serie A,Monza,1,1,47,0,0,0,0,0.0,0.0,0.0
Andreas Cornelius,2011-2012,1. Danish Superliga,FC Copenhagen,2,0,27,0,0,0,0,,,
Andreas Cornelius,2012-2013,1. Danish Superliga,FC Copenhagen,32,29,"2,623",18,4,0,0,,,
Andreas Cornelius,2013-2014,1. Premier League,Cardiff City,8,0,113,0,0,0,0,,,
Andreas Cornelius,2013-2014,1. Danish Superliga,FC Copenhagen,13,13,"1,156",5,0,1,1,,,
Andreas Cornelius,2014-2015,1. Danish Superliga,FC Copenhagen,22,22,"1,879",6,1,2,2,,,
Andreas Cornelius,2015-2016,1. Danish Superliga,FC Copenhagen,26,11,"1,251",5,3,0,0,,,
Andreas Cornelius,2016-2017,1. Danish Superliga,FC Copenhagen,30,21,"1,924",12,6,0,0,,,
Andreas Cornelius,2017-2018,1. Serie A,Atalanta,23,8,934,3,1,0,0,3.8,3.8,2.1
Andreas Cornelius,2018-2019,1. Serie A,Atalanta,0,0,,,,,,,,
Andreas Cornelius,2018-2019,1. Ligue 1,Bordeaux,20,6,792,3,1,0,0,2.3,2.3,0.5
Andreas Cornelius,2019-2020,1. Serie A,Parma,26,17,"1,494",12,3,0,0,6.8,6.8,2.2
Andreas Cornelius,2020-2021,1. Serie A,Parma,29,21,"1,898",1,4,0,0,2.9,2.9,3.5
Andreas Cornelius,2021-2022,1. Süper Lig,Trabzonspor,37,28,"2,420",15,3,0,0,,,
Andreas Cornelius,2022-2023,1. Süper Lig,Trabzonspor,4,4,344,1,1,0,0,,,
Andreas Cornelius,2022-2023,1. Danish Superliga,FC Copenhagen,11,4,510,0,1,0,0,,,
Andreas Cornelius,2023-2024,1. Danish Superliga,FC Copenhagen,16,6,653,2,1,0,0,,,
Andreas Cornelius,2024-2025,1. Danish Superliga,FC Copenhagen,10,7,680,2,1,0,0,,,
André Silva,2015-2016,1. Primeira Liga,Porto,9,4,426,1,1,0,0,,,
André Silva,2016-2017,1. Primeira Liga,Porto,32,28,"2,450",16,5,5,5,,,
André Silva,2017-2018,1. Serie A,Milan,24,7,940,2,1,0,0,3.8,3.8,0.9
André Silva,2018-2019,1. La Liga,Sevilla,27,25,"2,159",9,0,0,0,10.3,10.3,4.3
André Silva,2019-2020,1. Serie A,Milan,1,1,60,0,0,0,0,0.2,0.2,0.0
André Silva,2019-2020,1. Bundesliga,Eint Frankfurt,25,16,"1,575",12,3,1,1,10.8,10.0,4.8
André Silva,2020-2021,1. Bundesliga,Eint Frankfurt,32,32,"2,760",28,7,7,7,25.6,20.1,4.7
André Silva,2021-2022,1. Bundesliga,RB Leipzig,33,24,"2,076",11,3,3,3,12.6,10.7,3.3
André Silva,2022-2023,1. Bundesliga,RB Leipzig,31,20,"1,738",4,3,0,0,9.2,9.2,2.9
André Silva,2023-2024,1. La Liga,Real Sociedad,19,9,729,3,0,1,1,3.3,2.5,0.3
André Silva,2024-2025,1. Bundesliga,RB Leipzig,4,0,74,0,1,0,0,0.4,0.4,0.4
Antonio Barreca,2014-2015,2. Serie B,Cittadella,38,36,"3,190",1,7,0,0,,,
Antonio Barreca,2015-2016,2. Serie B,Cagliari,15,11,"1,007",0,3,0,0,,,
Antonio Barreca,2016-2017,1. Serie A,Torino,28,25,"2,362",0,2,0,0,,,
Antonio Barreca,2017-2018,1. Serie A,Torino,9,3,468,0,0,0,0,0.0,0.0,0.1
Antonio Barreca,2018-2019,1. Premier League,Newcastle Utd,1,0,5,0,0,0,0,0.0,0.0,0.0
Antonio Barreca,2018-2019,1. Ligue 1,Monaco,7,7,593,0,1,0,0,0.2,0.2,0.3
Antonio Barreca,2019-2020,1. Serie A,Genoa,18,11,"1,095",0,1,0,0,0.2,0.2,0.7
Antonio Barreca,2020-2021,1. Serie A,Fiorentina,3,1,85,0,0,0,0,0.1,0.1,0.0
Antonio Barreca,2021-2022,2. Serie B,Lecce,22,18,"1,456",0,2,0,0,0.2,0.2,2.6
Antonio Barreca,2022-2023,2. Serie B,Cagliari,22,8,878,0,0,0,0,0.1,0.1,0.5
Antonio Barreca,2023-2024,2. Serie B,Sampdoria,22,14,"1,293",0,1,0,0,0.6,0.6,2.2
Antonio Barreca,2024-2025,2. Serie B,Sampdoria,2,1,77,0,0,0,0,0.0,0.0,0.3
Antonio Candreva,2004-2005,2. Serie B,Ternana,2,1,92,0,0,0,0,,,
Antonio Candreva,2005-2006,2. Serie B,Ternana,29,11,"1,183",0,1,0,0,,,
Antonio Candreva,,,,,,,,,,,,,
Antonio Candreva,2007-2008,1. Serie A,Udinese,3,0,10,0,0,0,0,,,
Antonio Candreva,2008-2009,2. Serie B,Livorno,33,24,"1,993",2,2,0,0,,,
Antonio Candreva,2009-2010,1. Serie A,Livorno,19,16,"1,440",0,4,0,0,,,
Antonio Candreva,2009-2010,1. Serie A,Juventus,16,8,885,2,2,0,0,,,
Antonio Candreva,2010-2011,1. Serie A,Parma,31,23,"2,173",3,2,0,0,,,
Antonio Candreva,2011-2012,1. Serie A,Cesena,18,15,"1,357",2,2,1,1,,,
Antonio Candreva,2011-2012,1. Serie A,Lazio,15,10,"1,006",3,0,0,0,,,
Antonio Candreva,2012-2013,1. Serie A,Lazio,35,32,"2,696",6,5,3,3,,,
Antonio Candreva,2013-2014,1. Serie A,Lazio,37,35,"3,072",12,6,6,6,,,
Antonio Candreva,2014-2015,1. Serie A,Lazio,34,31,"2,642",10,10,2,2,,,
Antonio Candreva,2015-2016,1. Serie A,Lazio,30,28,"2,187",10,3,6,6,,,
Antonio Candreva,2016-2017,1. Serie A,Inter,38,36,"3,007",6,10,0,0,,,
Antonio Candreva,2017-2018,1. Serie A,Inter,36,33,"2,537",0,7,0,0,4.0,4.0,7.9
Antonio Candreva,2018-2019,1. Serie A,Inter,18,5,502,1,0,0,0,2.0,2.0,1.1
Antonio Candreva,2019-2020,1. Serie A,Inter,32,24,"1,993",5,7,0,0,2.3,2.3,5.3
Antonio Candreva,2020-2021,1. Serie A,Sampdoria,35,28,"2,505",5,8,2,2,4.9,3.4,5.9
Antonio Candreva,2021-2022,1. Serie A,Sampdoria,36,36,"3,119",7,10,1,1,5.8,4.2,7.2
Antonio Candreva,2022-2023,1. Serie A,Salernitana,35,32,"2,726",7,4,0,0,3.7,3.7,4.7
Antonio Candreva,2023-2024,1. Serie A,Salernitana,34,32,"2,750",6,6,1,1,4.9,4.1,5.0
Antonio Donnarumma,2010-2011,2. Serie B,Piacenza,2,2,180,0,0,0,0,0.00,0.00,0.00
Antonio Donnarumma,2011-2012,2. Serie B,Gubbio,37,37,"3,330",0,0,0,0,0.00,0.00,0.00
Antonio Donnarumma,2012-2013,1. Serie A,Genoa,1,1,90,0,0,0,0,0.00,0.00,0.00
Antonio Donnarumma,,,,,,,,,,,,,
Antonio Donnarumma,2014-2015,2. Serie B,Bari,25,25,"2,250",0,0,0,0,0.00,0.00,0.00
Antonio Donnarumma,2015-2016,1. Serie A,Genoa,0,0,,,,,,,,
Antonio Donnarumma,2016-2017,1. Super League,Asteras Tripoli,21,21,"1,890",0,0,0,0,0.00,0.00,0.00
Antonio Donnarumma,2017-2018,1. Serie A,Milan,0,0,,,,,,,,
Antonio Donnarumma,2018-2019,1. Serie A,Milan,0,0,,,,,,,,
Antonio Donnarumma,2019-2020,1. Serie A,Milan,0,0,,0,0,0,0,,,
Antonio Donnarumma,2020-2021,1. Serie A,Milan,0,0,,,,,,,,
Antonio Donnarumma,,,,,,,,,,,,,
Antonio Donnarumma,2024-2025,1. Serie A,Torino,0,0,,,,,,,,
Arkadiusz Milik,2011-2012,1. Ekstraklasa,Górnik Zabrze,24,14,"1,151",4,1,1,1,,,
Arkadiusz Milik,2012-2013,1. Ekstraklasa,Górnik Zabrze,14,13,"1,151",7,2,0,0,,,
Arkadiusz Milik,2012-2013,1. Bundesliga,Leverkusen,6,0,61,0,0,0,0,,,
Arkadiusz Milik,2013-2014,1. Bundesliga,Augsburg,18,5,615,2,0,0,0,,,
Arkadiusz Milik,2014-2015,2. Eerste Divisie,Jong Ajax,1,1,90,0,1,0,0,,,
Arkadiusz Milik,2014-2015,1. Eredivisie,Ajax,21,14,"1,263",11,4,1,1,,,
Arkadiusz Milik,2015-2016,1. Eredivisie,Ajax,31,28,"2,469",21,7,2,2,,,
Arkadiusz Milik,2016-2017,1. Serie A,Napoli,17,4,559,5,1,0,0,,,
Arkadiusz Milik,2017-2018,1. Serie A,Napoli,15,3,448,5,1,0,0,4.5,4.5,0.7
Arkadiusz Milik,2018-2019,1. Serie A,Napoli,35,27,"2,396",17,3,0,0,13.9,13.9,3.0
Arkadiusz Milik,2019-2020,1. Serie A,Napoli,26,19,"1,747",11,0,0,0,9.8,9.8,1.5
Arkadiusz Milik,2020-2021,1. Ligue 1,Marseille,15,14,"1,220",9,1,3,3,7.4,5.1,0.9
Arkadiusz Milik,2021-2022,1. Ligue 1,Marseille,23,15,"1,416",7,2,1,1,8.2,7.4,1.7
Arkadiusz Milik,2022-2023,1. Ligue 1,Marseille,2,2,129,0,0,0,0,0.1,0.1,0.2
Arkadiusz Milik,2022-2023,1. Serie A,Juventus,27,17,"1,586",7,1,0,0,6.5,5.7,2.1
Arkadiusz Milik,2023-2024,1. Serie A,Juventus,32,7,919,4,1,0,0,5.1,5.1,2.6
Bartosz Bereszyński,2009-2010,1. Ekstraklasa,Lech Poznań,2,0,9,0,0,0,0,,,
Bartosz Bereszyński,,,,,,,,,,,,,
Bartosz Bereszyński,2012-2013,1. Ekstraklasa,Lech Poznań,11,4,493,1,0,0,0,,,
Bartosz Bereszyński,2012-2013,1. Ekstraklasa,Legia Warsaw,12,9,846,0,0,0,0,,,
Bartosz Bereszyński,2013-2014,1. Ekstraklasa,Legia Warsaw,18,17,"1,544",1,0,0,0,,,
Bartosz Bereszyński,2014-2015,1. Ekstraklasa,Legia Warsaw,16,14,"1,296",0,0,0,0,,,
Bartosz Bereszyński,2015-2016,1. Ekstraklasa,Legia Warsaw,16,8,770,0,1,0,0,,,
Bartosz Bereszyński,2016-2017,1. Ekstraklasa,Legia Warsaw,11,11,990,0,2,0,0,,,
Bartosz Bereszyński,2016-2017,1. Serie A,Sampdoria,13,11,"1,051",0,0,0,0,,,
Bartosz Bereszyński,2017-2018,1. Serie A,Sampdoria,31,28,"2,480",0,1,0,0,0.1,0.1,1.0
Bartosz Bereszyński,2018-2019,1. Serie A,Sampdoria,27,24,"2,200",0,2,0,0,0.3,0.3,0.7
Bartosz Bereszyński,2019-2020,1. Serie A,Sampdoria,28,27,"2,402",0,0,0,0,0.4,0.4,0.5
Bartosz Bereszyński,2020-2021,1. Serie A,Sampdoria,31,29,"2,607",1,0,0,0,0.2,0.2,0.7
Bartosz Bereszyński,2021-2022,1. Serie A,Sampdoria,35,35,"2,946",0,3,0,0,0.5,0.5,1.8
Bartosz Bereszyński,2022-2023,1. Serie A,Napoli,3,2,166,0,1,0,0,0.0,0.0,0.2
Bartosz Bereszyński,2022-2023,1. Serie A,Sampdoria,15,15,"1,198",0,0,0,0,0.1,0.1,0.1
Bartosz Bereszyński,2023-2024,1. Serie A,Empoli,24,22,"1,762",0,1,0,0,0.1,0.1,0.3
Bartosz Bereszyński,2023-2024,2. Serie B,Sampdoria,1,1,90,0,0,0,0,0.0,0.0,0.0
Bartosz Bereszyński,2024-2025,2. Serie B,Sampdoria,13,13,"1,155",0,0,0,0,0.5,0.5,0.2
Bartłomiej Drągowski,2013-2014,1. Ekstraklasa,Jagiellonia,1,1,90,0,0,0,0,,,
Bartłomiej Drągowski,2014-2015,1. Ekstraklasa,Jagiellonia,29,28,"2,547",0,0,0,0,,,
Bartłomiej Drągowski,2015-2016,1. Ekstraklasa,Jagiellonia,34,34,"3,060",0,0,0,0,,,
Bartłomiej Drągowski,2016-2017,1. Serie A,Fiorentina,1,1,90,0,0,0,0,,,
Bartłomiej Drągowski,2017-2018,1. Serie A,Fiorentina,3,1,217,0,0,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2018-2019,1. Serie A,Empoli,14,14,"1,260",0,0,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2018-2019,1. Serie A,Fiorentina,3,2,225,0,0,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2019-2020,1. Serie A,Fiorentina,31,31,"2,790",0,0,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2020-2021,1. Serie A,Fiorentina,36,36,"3,148",0,1,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2021-2022,1. Serie A,Fiorentina,7,7,556,0,0,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2022-2023,1. Serie A,Spezia,34,34,"2,946",0,1,0,0,0.0,0.0,0.1
Bartłomiej Drągowski,2023-2024,2. Serie B,Spezia,13,13,"1,170",0,0,0,0,0.0,0.0,0.0
Bartłomiej Drągowski,2023-2024,1. Super League,Panathinaikos,12,12,996,0,0,0,0,,,
Bartłomiej Drągowski,2024-2025,1. Super League,Panathinaikos,11,11,990,0,0,0,0,,,
Bastos,2015-2016,1. Premier League,Rostov,26,26,"2,340",3,0,0,0,,,
Bastos,2016-2017,1. Premier League,Rostov,3,2,208,0,0,0,0,,,
Bastos,2016-2017,1. Serie A,Lazio,11,10,774,0,0,0,0,,,
Bastos,2017-2018,1. Serie A,Lazio,21,16,"1,407",4,0,0,0,2.9,2.9,0.2
Bastos,2018-2019,1. Serie A,Lazio,18,11,"1,139",1,0,0,0,0.7,0.7,0.0
Bastos,2019-2020,1. Serie A,Lazio,16,6,765,1,0,0,0,0.4,0.4,0.0
Bastos,2020-2021,1. Serie A,Lazio,2,0,63,0,0,0,0,0.0,0.0,0.0
Bastos,2020-2021,1. Pro League,Al-Ain,22,22,"1,933",2,0,0,0,,,
Bastos,2021-2022,1. Premier League,Rostov,14,13,"1,215",1,1,0,0,,,
Bastos,,,,,,,,,,,,,
Bastos,2023,1. Série A,Botafogo (RJ),4,2,118,0,0,0,0,0.0,0.0,0.0
Bastos,2024,1. Série A,Botafogo (RJ),32,31,"2,628",3,0,0,0,1.7,1.7,0.1
Ben Lhassine Kone,2017-2018,1. Serie A,Torino,0,0,,,,,,,,
Ben Lhassine Kone,2018-2019,1. Serie A,Torino,0,0,,,,,,,,
Ben Lhassine Kone,2019-2020,2. Serie B,Cosenza,6,1,208,0,1,0,0,0.1,0.1,0.1
Ben Lhassine Kone,2020-2021,2. Serie B,Cosenza,26,11,"1,199",1,0,0,0,0.4,0.4,0.1
Ben Lhassine Kone,2021-2022,1. Serie A,Torino,1,0,81,0,0,0,0,0.0,0.0,0.1
Ben Lhassine Kone,2021-2022,2. Serie B,Crotone,16,7,692,1,1,0,0,0.4,0.4,0.8
Ben Lhassine Kone,2022-2023,2. Serie B,Frosinone,19,10,"1,070",2,0,0,0,0.8,0.8,1.0
Ben Lhassine Kone,2023-2024,2. Serie B,Como,14,8,757,0,1,0,0,0.4,0.4,1.3
Benedikt Höwedes,2007-2008,1. Bundesliga,Schalke 04,6,3,297,0,0,0,0,,,
Benedikt Höwedes,2008-2009,1. Bundesliga,Schalke 04,24,16,"1,707",2,0,0,0,,,
Benedikt Höwedes,2009-2010,1. Bundesliga,Schalke 04,33,32,"2,829",3,1,0,0,,,
Benedikt Höwedes,2010-2011,1. Bundesliga,Schalke 04,30,30,"2,592",1,0,0,0,,,
Benedikt Höwedes,2011-2012,1. Bundesliga,Schalke 04,22,21,"1,811",1,1,0,0,,,
Benedikt Höwedes,2012-2013,1. Bundesliga,Schalke 04,32,32,"2,880",0,1,0,0,,,
Benedikt Höwedes,2013-2014,1. Bundesliga,Schalke 04,19,18,"1,511",1,0,0,0,,,
Benedikt Höwedes,2014-2015,1. Bundesliga,Schalke 04,28,28,"2,486",2,0,0,0,,,
Benedikt Höwedes,2015-2016,1. Bundesliga,Schalke 04,15,10,900,1,0,0,0,,,
Benedikt Höwedes,2016-2017,1. Bundesliga,Schalke 04,31,31,"2,790",1,1,0,0,,,
Benedikt Höwedes,2017-2018,1. Bundesliga,Schalke 04,0,0,,,,,,,,
Benedikt Höwedes,2017-2018,1. Serie A,Juventus,3,3,247,1,0,0,0,0.6,0.6,0.1
Benedikt Höwedes,2018-2019,1. Premier League,Loko Moscow,17,15,"1,285",3,0,0,0,,,
Benedikt Höwedes,2019-2020,1. Premier League,Loko Moscow,18,18,"1,563",0,0,0,0,,,
Blaise Matuidi,2005-2006,1. Ligue 1,Troyes,31,30,"2,520",1,0,0,0,,,
Blaise Matuidi,2006-2007,1. Ligue 1,Troyes,34,33,"2,850",3,0,0,0,,,
Blaise Matuidi,2007-2008,1. Ligue 1,Saint-Étienne,35,32,"2,797",0,1,0,0,,,
Blaise Matuidi,2008-2009,1. Ligue 1,Saint-Étienne,27,27,"2,326",2,2,0,0,,,
Blaise Matuidi,2009-2010,1. Ligue 1,Saint-Étienne,36,35,"3,038",1,1,0,0,,,
Blaise Matuidi,2010-2011,1. Ligue 1,Saint-Étienne,34,34,"3,049",0,2,0,0,,,
Blaise Matuidi,2011-2012,1. Ligue 1,Paris S-G,29,25,"2,159",1,0,0,0,,,
Blaise Matuidi,2012-2013,1. Ligue 1,Paris S-G,37,35,"3,132",5,0,0,0,,,
Blaise Matuidi,2013-2014,1. Ligue 1,Paris S-G,36,27,"2,561",5,2,0,0,,,
Blaise Matuidi,2014-2015,1. Ligue 1,Paris S-G,34,25,"2,187",4,2,0,0,,,
Blaise Matuidi,2015-2016,1. Ligue 1,Paris S-G,31,23,"2,060",4,6,0,0,,,
Blaise Matuidi,2016-2017,1. Ligue 1,Paris S-G,34,26,"2,415",4,4,0,0,,,
Blaise Matuidi,2017-2018,1. Ligue 1,Paris S-G,2,0,28,0,0,0,0,0.0,0.0,0.0
Blaise Matuidi,2017-2018,1. Serie A,Juventus,32,27,"2,354",3,1,0,0,2.4,2.4,0.9
Blaise Matuidi,2018-2019,1. Serie A,Juventus,31,29,"2,418",3,2,0,0,1.4,1.4,1.7
Blaise Matuidi,2019-2020,1. Serie A,Juventus,35,23,"2,237",0,2,0,0,0.9,0.9,1.6
Blaise Matuidi,2020,1. MLS,Inter Miami,15,14,"1,272",1,0,0,0,0.9,0.9,0.9
Blaise Matuidi,2021,1. MLS,Inter Miami,32,27,"2,284",1,1,0,0,0.4,0.4,1.3
Bogdan Lobonț,2000-2001,1. Eredivisie,Ajax,1,0,72,0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,,,,,,,,,,,,,
Bogdan Lobonț,2002-2003,1. Eredivisie,Ajax,17,17,"1,530",0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2003-2004,1. Eredivisie,Ajax,24,24,"2,160",0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2004-2005,1. Eredivisie,Ajax,7,6,526,0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2005-2006,1. Serie A,Fiorentina,17,16,"1,472",0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2006-2007,1. Liga I,Dinamo,13,13,"1,170",0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2007-2008,1. Liga I,Dinamo,32,32,"2,880",0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2008-2009,1. Liga I,Dinamo,25,25,"2,250",0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2009-2010,1. Serie A,Roma,2,0,147,0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2010-2011,1. Serie A,Roma,6,6,495,0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2011-2012,1. Serie A,Roma,9,7,785,0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,2012-2013,1. Serie A,Roma,5,5,405,0,0,0,0,0.00,0.00,0.00
Bogdan Lobonț,,,,,,,,,,,,,
Bogdan Lobonț,2014-2015,1. Serie A,Roma,0,0,,,,,,,,
Bogdan Lobonț,2015-2016,1. Serie A,Roma,0,0,,,,,,,,
Bogdan Lobonț,2016-2017,1. Serie A,Roma,0,0,,,,,,,,
Bogdan Lobonț,2017-2018,1. Serie A,Roma,0,0,,,,,,,,
Borja Valero,2005-2006,2. La Liga 2,Real Madrid B,39,24,"2,290",2,5,0,0,,,
Borja Valero,2006-2007,2. La Liga 2,Real Madrid B,37,28,"2,448",2,6,0,0,,,
Borja Valero,2007-2008,1. La Liga,Mallorca,35,17,"1,876",4,6,0,0,,,
Borja Valero,2008-2009,1. Premier League,West Brom,30,27,"2,292",0,3,0,0,,,
Borja Valero,2009-2010,2. Championship,West Brom,1,0,7,0,0,0,0,,,
Borja Valero,2009-2010,1. La Liga,Mallorca,33,32,"2,853",5,6,2,2,,,
Borja Valero,2010-2011,1. La Liga,Villarreal,35,34,"2,947",3,10,0,0,,,
Borja Valero,2011-2012,1. La Liga,Villarreal,36,36,"3,135",5,5,0,0,,,
Borja Valero,2012-2013,1. Serie A,Fiorentina,37,37,"3,274",1,12,0,0,,,
Borja Valero,2013-2014,1. Serie A,Fiorentina,32,31,"2,748",6,9,0,0,,,
Borja Valero,2014-2015,1. Serie A,Fiorentina,28,25,"2,163",2,2,0,0,,,
Borja Valero,2015-2016,1. Serie A,Fiorentina,37,35,"3,093",4,6,0,0,,,
Borja Valero,2016-2017,1. Serie A,Fiorentina,31,30,"2,678",1,10,0,0,,,
Borja Valero,2017-2018,1. Serie A,Inter,36,29,"2,564",2,0,0,0,1.5,1.5,1.8
Borja Valero,2018-2019,1. Serie A,Inter,27,12,"1,231",0,1,0,0,0.5,0.5,1.6
Borja Valero,2019-2020,1. Serie A,Inter,19,9,931,2,0,0,0,1.8,1.8,1.3
Borja Valero,2020-2021,1. Serie A,Fiorentina,20,4,491,0,0,0,0,0.3,0.3,0.1
Bruno Gaspar,2014-2015,1. Primeira Liga,Vitória,24,24,"2,093",0,1,0,0,,,
Bruno Gaspar,2015-2016,1. Primeira Liga,Vitória,28,28,"2,520",0,1,0,0,,,
Bruno Gaspar,2016-2017,1. Primeira Liga,Vitória,28,26,"2,267",0,3,0,0,,,
Bruno Gaspar,2017-2018,1. Serie A,Fiorentina,15,6,781,0,2,0,0,0.0,0.0,0.8
Bruno Gaspar,2018-2019,1. Primeira Liga,Sporting CP,16,12,"1,065",1,0,0,0,0.5,0.5,0.9
Bruno Gaspar,2019-2020,1. Super League,Olympiacos,15,10,931,0,1,0,0,,,
Bruno Gaspar,,,,,,,,,,,,,
Bruno Gaspar,2021,1. MLS,Vancouver W'caps,17,11,891,1,1,0,0,0.7,0.7,0.6
Bruno Gaspar,2021-2022,1. Primeira Liga,Vitória,0,0,,,,,,,,
Bruno Gaspar,2022-2023,1. Primeira Liga,Vitória,7,1,214,0,1,0,0,0.1,0.1,0.5
Bruno Gaspar,2023-2024,1. Primeira Liga,Vitória,28,28,"2,286",2,3,0,0,1.6,1.6,2.2
Bruno Gaspar,2024-2025,1. Primeira Liga,Vitória,10,10,856,0,0,0,0,0.3,0.3,0.6
Bruno Jordão,2017-2018,1. Serie A,Lazio,0,0,,,,,,,,
Bruno Jordão,2018-2019,1. Serie A,Lazio,3,1,88,0,0,0,0,0.0,0.0,0.0
Bruno Jordão,2019-2020,Jr. PL2 — Div. 1,Wolves,6,6,476,2,0,0,0,,,
