url,time,status
https://fbref.com/en/comps/20/2017-2018/2017-2018-FuBball-Bundesliga-Stats,2024-12-04 13:24:26.404031,200
https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,2024-12-04 13:24:27.411802,200
https://fbref.com/en/comps/20/2017-2018/2017-2018-FuBball-Bundesliga-Stats,2024-12-04 13:25:56.393556,200
https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,2024-12-04 13:26:00.374607,200
https://fbref.com/en/players/7d3e7da6/Sven-Ulreich,2024-12-04 13:26:04.373008,200
https://fbref.com/en/players/49296448/Joshua-Kimmich,2024-12-04 13:26:08.366671,200
https://fbref.com/en/players/05d548d8/Mats-Hummels,2024-12-04 13:26:12.366292,200
https://fbref.com/en/players/8d78e732/Robert-Lewandowski,2024-12-04 13:26:16.372222,200
https://fbref.com/en/players/3c6089ab/Thomas-Muller,2024-12-04 13:26:20.353266,200
https://fbref.com/en/players/e33c06cf/Niklas-Sule,2024-12-04 13:26:24.352705,200
https://fbref.com/en/players/d003e213/Rafinha,2024-12-04 13:26:28.670394,200
https://fbref.com/en/players/2db2fd7b/Jerome-Boateng,2024-12-04 13:26:32.916464,200
https://fbref.com/en/players/715bf047/James-Rodriguez,2024-12-04 13:26:36.376079,200
https://fbref.com/en/players/09586899/Arjen-Robben,2024-12-04 13:26:40.385960,200
https://fbref.com/en/players/7f97771d/Javi-Martinez,2024-12-04 13:26:44.359559,200
https://fbref.com/en/players/652d4c37/Corentin-Tolisso,2024-12-04 13:26:48.360891,200
https://fbref.com/en/players/05439de2/David-Alaba,2024-12-04 13:26:52.367522,200
https://fbref.com/en/players/67cdbc0e/Arturo-Vidal,2024-12-04 13:26:56.391680,200
https://fbref.com/en/players/80f36c88/Sebastian-Rudy,2024-12-04 13:27:02.141806,200
https://fbref.com/en/players/f61c7c4e/Franck-Ribery,2024-12-04 13:27:04.379394,200
https://fbref.com/en/players/77e84962/Thiago-Alcantara,2024-12-04 13:27:08.792932,200
https://fbref.com/en/players/433dc9a2/Juan-Bernat,2024-12-04 13:27:14.014653,200
https://fbref.com/en/players/042e8a49/Kingsley-Coman,2024-12-04 13:27:18.521055,200
https://fbref.com/en/players/61b0b44d/Sandro-Wagner,2024-12-04 13:27:22.207395,200
https://fbref.com/en/players/8778c910/Manuel-Neuer,2024-12-04 13:27:24.453603,200
https://fbref.com/en/players/95173427/Lars-Lukas-Mai,2024-12-04 13:27:29.684202,200
https://fbref.com/en/players/5b52d1f7/Tom-Starke,2024-12-04 13:27:34.077886,200
https://fbref.com/en/players/44e471ca/Franck-Evina,2024-12-04 13:27:38.174793,200
https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch,2024-12-04 13:27:42.167141,200
https://fbref.com/en/players/012c38ec/Meritan-Shabani,2024-12-04 13:27:44.446799,200
https://fbref.com/en/players/f86ad3f5/Marco-Friedl,2024-12-04 13:27:50.360926,200
https://fbref.com/en/players/7124239e/Kwasi-Okyere-Wriedt,2024-12-04 13:27:53.448780,200
https://fbref.com/en/players/1940be91/Christian-Fruchtl,2024-12-04 13:27:57.638026,200
https://fbref.com/en/players/ee7cdd0c/Felix-Gotze,2024-12-04 13:28:01.670210,200
https://fbref.com/en/players/f72f1743/Ron-Thorben-Hoffmann,2024-12-04 13:28:06.346923,200
https://fbref.com/en/players/7fd0352e/Jonathan-Meier,2024-12-04 13:28:09.744458,200
https://fbref.com/en/players/5dc15574/Milos-Pantovic,2024-12-04 13:28:14.324009,200
https://fbref.com/en/players/032f894e/Renato-Sanches,2024-12-04 13:28:18.213241,200
https://fbref.com/en/players/d120d6dc/Leo-Weinkauf,2024-12-04 13:28:21.281366,200
https://fbref.com/en/squads/c539e393/2017-2018/Schalke-04-Stats,2024-12-04 13:28:25.971010,200
https://fbref.com/en/players/03bd0bf4/Naldo,2024-12-04 13:28:29.892263,200
https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann,2024-12-04 13:28:34.003284,200
https://fbref.com/en/players/d1273f09/Daniel-Caligiuri,2024-12-04 13:28:37.692973,200
https://fbref.com/en/players/51dbeea9/Thilo-Kehrer,2024-12-04 13:28:42.533200,200
https://fbref.com/en/players/d1661819/Bastian-Oczipka,2024-12-04 13:28:45.777403,200
https://fbref.com/en/players/2bcc6d52/Guido-Burgstaller,2024-12-04 13:28:50.376087,200
https://fbref.com/en/players/5939baa2/Benjamin-Stambouli,2024-12-04 13:28:54.569057,200
https://fbref.com/en/players/e7d59f4f/Amine-Harit,2024-12-04 13:28:57.848332,200
https://fbref.com/en/players/f35430a4/Matija-Nastasic,2024-12-04 13:29:00.456757,200
https://fbref.com/en/players/549c6ba7/Franco-Di-Santo,2024-12-04 13:29:06.091851,200
https://fbref.com/en/players/cc86b9a3/Leon-Goretzka,2024-12-04 13:29:09.209451,200
https://fbref.com/en/players/eba42d2b/Max-Meyer,2024-12-04 13:29:13.829534,200
https://fbref.com/en/players/d9a5d930/Yevhen-Konoplyanka,2024-12-04 13:29:18.031660,200
https://fbref.com/en/players/01c3aff5/Weston-McKennie,2024-12-04 13:29:20.490278,200
https://fbref.com/en/players/3189f61a/Nabil-Bentaleb,2024-12-04 13:29:26.030544,200
https://fbref.com/en/players/0b4f388a/Breel-Embolo,2024-12-04 13:29:30.404016,200
https://fbref.com/en/players/106bca06/Alessandro-Schopf,2024-12-04 13:29:33.828004,200
https://fbref.com/en/players/2c38b327/Marko-Pjaca,2024-12-04 13:29:36.466364,200
https://fbref.com/en/players/b1823b08/Fabian-Reese,2024-12-04 13:29:41.774058,200
https://fbref.com/en/players/afb0c500/Alexander-Nubel,2024-12-04 13:29:44.948500,200
https://fbref.com/en/players/e4086af3/Baba-Rahman,2024-12-04 13:29:50.169882,200
https://fbref.com/en/players/f956479d/Cedric-Teuchert,2024-12-04 13:29:54.575299,200
https://fbref.com/en/players/4b5e7e90/Pablo-Insua,2024-12-04 13:29:57.752777,200
https://fbref.com/en/players/6d8f8441/Coke,2024-12-04 13:30:01.899104,200
https://fbref.com/en/players/294450ba/Johannes-Geis,2024-12-04 13:30:06.356223,200
https://fbref.com/en/players/d5c04323/Benedikt-Howedes,2024-12-04 13:30:09.998835,200
https://fbref.com/en/players/3cb009c5/Sascha-Riether,2024-12-04 13:30:12.731641,200
https://fbref.com/en/players/7bf8ad6c/Bernard-Tekpetey,2024-12-04 13:30:17.614459,200
https://fbref.com/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,2024-12-04 13:30:22.745462,200
https://fbref.com/en/players/47064058/Oliver-Baumann,2024-12-04 13:30:26.073347,200
https://fbref.com/en/players/1d8e9add/Kevin-Vogt,2024-12-04 13:30:30.485881,200
https://fbref.com/en/players/99de6b6f/Benjamin-Hubner,2024-12-04 13:30:33.600662,200
https://fbref.com/en/players/79c90e45/Pavel-Kaderabek,2024-12-04 13:30:38.406545,200
https://fbref.com/en/players/a3ddb1b9/Mark-Uth,2024-12-04 13:30:41.884991,200
https://fbref.com/en/players/603cb947/Andrej-Kramaric,2024-12-04 13:30:44.466474,200
https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch,2024-12-04 13:30:50.184277,200
https://fbref.com/en/players/37f606f0/Dennis-Geiger,2024-12-04 13:30:53.656860,200
https://fbref.com/en/players/88e357ef/Serge-Gnabry,2024-12-04 13:30:58.885499,200
https://fbref.com/en/players/fa274d97/Nico-Schulz,2024-12-04 13:31:02.156623,200
https://fbref.com/en/players/555d5edd/Nadiem-Amiri,2024-12-04 13:31:05.972902,200
https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma,2024-12-04 13:31:08.812629,200
https://fbref.com/en/players/b6a6e0a7/Steven-Zuber,2024-12-04 13:31:14.105456,200
https://fbref.com/en/players/3faa1780/Lukas-Rupp,2024-12-04 13:31:17.739498,200
https://fbref.com/en/players/54b4dc4e/Kerem-Demirbay,2024-12-04 13:31:22.132130,200
https://fbref.com/en/players/6cafd68d/Havard-Nordtveit,2024-12-04 13:31:26.119611,200
https://fbref.com/en/players/61b0b44d/Sandro-Wagner,2024-12-04 13:31:28.394427,200
https://fbref.com/en/players/7f609bfc/Stefan-Posch,2024-12-04 13:31:34.830092,200
https://fbref.com/en/players/53e07d0b/Adam-Szalai,2024-12-04 13:31:36.619348,200
https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,2024-12-04 13:31:42.231942,200
https://fbref.com/en/players/fb2a63bb/Eugen-Polanski,2024-12-04 13:31:45.986034,200
https://fbref.com/en/players/a96e5dc0/Jeremy-Toljan,2024-12-04 13:31:50.800825,200
https://fbref.com/en/players/f2e3b81c/Robert-Zulj,2024-12-04 13:31:54.386397,200
https://fbref.com/en/players/0174ba21/Robin-Hack,2024-12-04 13:31:56.541303,200
https://fbref.com/en/players/5c899683/Felix-Passlack,2024-12-04 13:32:02.092771,200
https://fbref.com/en/players/78952998/Philipp-Ochs,2024-12-04 13:32:05.950784,200
https://fbref.com/en/players/816192f0/Justin-Hoogma,2024-12-04 13:32:09.646207,200
https://fbref.com/en/players/cd59b9df/Gregor-Kobel,2024-12-04 13:32:12.915490,200
https://fbref.com/en/players/99cf1943/Alexander-Stolz,2024-12-04 13:32:18.030608,200
https://fbref.com/en/squads/add600ae/2017-2018/Dortmund-Stats,2024-12-04 13:32:22.874272,200
https://fbref.com/en/players/9d12e142/Roman-Burki,2024-12-04 13:32:26.644563,200
https://fbref.com/en/players/b682dcf6/Sokratis-Papastathopoulos,2024-12-04 13:32:30.125034,200
https://fbref.com/en/players/1bf33a9a/Christian-Pulisic,2024-12-04 13:32:32.480583,200
https://fbref.com/en/players/fe2db476/Lukasz-Piszczek,2024-12-04 13:32:38.310950,200
https://fbref.com/en/players/c5fd13e9/Omer-Toprak,2024-12-04 13:32:42.148351,200
https://fbref.com/en/players/346d51d9/Julian-Weigl,2024-12-04 13:32:46.401100,200
https://fbref.com/en/players/9efa1d25/Mario-Gotze,2024-12-04 13:32:50.603429,200
https://fbref.com/en/players/89565ac5/Marcel-Schmelzer,2024-12-04 13:32:53.774599,200
https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,2024-12-04 13:32:56.671493,200
https://fbref.com/en/players/68829001/Gonzalo-Castro,2024-12-04 13:33:01.891784,200
https://fbref.com/en/players/061e8e23/Maximilian-Philipp,2024-12-04 13:33:06.480730,200
https://fbref.com/en/players/f4081572/Nuri-Sahin,2024-12-04 13:33:08.625258,200
https://fbref.com/en/players/a96e5dc0/Jeremy-Toljan,2024-12-04 13:33:12.401852,200
https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,2024-12-04 13:33:18.359613,200
https://fbref.com/en/players/5afafbfe/Shinji-Kagawa,2024-12-04 13:33:22.752876,200
https://fbref.com/en/players/ecbb3fdf/Andre-Schurrle,2024-12-04 13:33:26.029387,200
https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud,2024-12-04 13:33:28.497824,200
https://fbref.com/en/players/36a3ff67/Marco-Reus,2024-12-04 13:33:32.397542,200
https://fbref.com/en/players/89ac64a6/Manuel-Akanji,2024-12-04 13:33:36.403600,200
https://fbref.com/en/players/2973d8ff/Michy-Batshuayi,2024-12-04 13:33:42.731469,200
https://fbref.com/en/players/b742cc0d/Marc-Bartra,2024-12-04 13:33:46.614114,200
https://fbref.com/en/players/dbf053da/Jadon-Sancho,2024-12-04 13:33:48.403721,200
https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou,2024-12-04 13:33:53.984730,200
https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro,2024-12-04 13:33:56.856558,200
https://fbref.com/en/players/821233cc/Neven-Subotic,2024-12-04 13:34:00.462781,200
https://fbref.com/en/players/8e92be30/Alexander-Isak,2024-12-04 13:34:04.411469,200
https://fbref.com/en/players/16b8fabd/Roman-Weidenfeller,2024-12-04 13:34:09.682500,200
https://fbref.com/en/players/5c899683/Felix-Passlack,2024-12-04 13:34:12.412532,200
https://fbref.com/en/players/01e5f06e/Sergio-Gomez,2024-12-04 13:34:18.260954,200
https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,2024-12-04 13:34:22.454741,200
https://fbref.com/en/players/cf623c78/Erik-Durm,2024-12-04 13:34:25.937135,200
https://fbref.com/en/players/4bdecfcd/Dominik-Reimann,2024-12-04 13:34:30.216131,200
https://fbref.com/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,2024-12-04 13:34:34.639703,200
https://fbref.com/en/players/2628fd2b/Bernd-Leno,2024-12-04 13:34:36.502855,200
https://fbref.com/en/players/64f69877/Kevin-Volland,2024-12-04 13:34:41.093527,200
https://fbref.com/en/players/070ec0b1/Sven-Bender,2024-12-04 13:34:46.007007,200
https://fbref.com/en/players/bd142efb/Jonathan-Tah,2024-12-04 13:34:50.011117,200
https://fbref.com/en/players/56413b1f/Charles-Aranguiz,2024-12-04 13:34:54.710641,200
https://fbref.com/en/players/a167537f/Julian-Brandt,2024-12-04 13:34:57.988689,200
https://fbref.com/en/players/f9acca3a/Wendell,2024-12-04 13:35:01.794857,200
https://fbref.com/en/players/3a233281/Leon-Bailey,2024-12-04 13:35:04.848506,200
https://fbref.com/en/players/fed7cb61/Kai-Havertz,2024-12-04 13:35:08.427136,200
https://fbref.com/en/players/c50281a0/Lars-Bender,2024-12-04 13:35:14.053907,200
https://fbref.com/en/players/4bd00a50/Panagiotis-Retsos,2024-12-04 13:35:18.061033,200
https://fbref.com/en/players/0fbecd11/Dominik-Kohr,2024-12-04 13:35:22.066821,200
https://fbref.com/en/players/834d0be5/Lucas-Alario,2024-12-04 13:35:24.517099,200
https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger,2024-12-04 13:35:29.936130,200
https://fbref.com/en/players/bee0bab1/Karim-Bellarabi,2024-12-04 13:35:35.568522,200
https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,2024-12-04 13:35:36.900975,200
https://fbref.com/en/players/b500b384/Admir-Mehmedi,2024-12-04 13:35:42.637375,200
https://fbref.com/en/players/f820504e/Tin-Jedvaj,2024-12-04 13:35:45.830078,200
https://fbref.com/en/players/a165a577/Ramazan-Ozcan,2024-12-04 13:35:49.701853,200
https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo,2024-12-04 13:35:54.116625,200
https://fbref.com/en/players/c419e035/Stefan-Kiessling,2024-12-04 13:35:57.613504,200
https://fbref.com/en/players/6fd8a334/Aleksandar-Dragovic,2024-12-04 13:36:02.400063,200
https://fbref.com/en/players/7483d9f9/Andre-Ramalho,2024-12-04 13:36:06.084669,200
https://fbref.com/en/players/b825a650/Kevin-Kampl,2024-12-04 13:36:12.959812,200
https://fbref.com/en/players/c9ab6b68/Marlon-Frey,2024-12-04 13:36:15.296403,200
https://fbref.com/en/players/9321b8ed/Niklas-Lomb,2024-12-04 13:36:19.225704,200
https://fbref.com/en/players/27e3271e/Vladlen-Yurchenko,2024-12-04 13:36:22.971386,200
https://fbref.com/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,2024-12-04 13:36:26.155455,200
https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,2024-12-04 13:36:31.993251,200
https://fbref.com/en/players/49fe9070/Timo-Werner,2024-12-04 13:36:34.149381,200
https://fbref.com/en/players/dc3fa3b5/Diego-Demme,2024-12-04 13:36:40.195583,200
https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,2024-12-04 13:36:41.833723,200
https://fbref.com/en/players/ca8033cb/Lukas-Klostermann,2024-12-04 13:36:46.293166,200
https://fbref.com/en/players/20030c06/Willi-Orban,2024-12-04 13:36:49.936617,200
https://fbref.com/en/players/f25c8e3a/Naby-Keita,2024-12-04 13:36:55.150537,200
https://fbref.com/en/players/b825a650/Kevin-Kampl,2024-12-04 13:36:57.754673,200
https://fbref.com/en/players/e280527c/Marcel-Sabitzer,2024-12-04 13:37:03.255054,200
https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen,2024-12-04 13:37:05.890873,200
https://fbref.com/en/players/5caa62a7/Bruma,2024-12-04 13:37:12.237931,200
https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg,2024-12-04 13:37:16.125010,200
https://fbref.com/en/players/17370b95/Bernardo,2024-12-04 13:37:19.299859,200
https://fbref.com/en/players/c1b7847c/Konrad-Laimer,2024-12-04 13:37:22.169621,200
https://fbref.com/en/players/8494acc4/Stefan-Ilsanker,2024-12-04 13:37:27.592454,200
https://fbref.com/en/players/97bfa797/Jean-Kevin-Augustin,2024-12-04 13:37:30.930814,200
https://fbref.com/en/players/5ed9b537/Ibrahima-Konate,2024-12-04 13:37:34.453920,200
https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg,2024-12-04 13:37:39.808214,200
https://fbref.com/en/players/7c104bb7/Ademola-Lookman,2024-12-04 13:37:41.840344,200
https://fbref.com/en/players/733fecf1/Dominik-Kaiser,2024-12-04 13:37:46.950266,200
https://fbref.com/en/players/3e99c613/Marvin-Compper,2024-12-04 13:37:52.169084,200
https://fbref.com/en/players/dc29b608/Yvon-Mvogo,2024-12-04 13:37:55.809762,200
https://fbref.com/en/players/ad00b1a8/Benno-Schmitz,2024-12-04 13:37:59.236884,200
https://fbref.com/en/players/434cf5b7/Federico-Palacios-Martinez,2024-12-04 13:38:02.929314,200
https://fbref.com/en/players/ed523095/Niclas-Stierlin,2024-12-04 13:38:06.605482,200
https://fbref.com/en/squads/598bc722/2017-2018/Stuttgart-Stats,2024-12-04 13:38:11.525769,200
https://fbref.com/en/players/45a03961/Benjamin-Pavard,2024-12-04 13:38:15.545027,200
https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler,2024-12-04 13:38:19.929622,200
https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,2024-12-04 13:38:23.502064,200
https://fbref.com/en/players/a4f94a0d/Christian-Gentner,2024-12-04 13:38:27.662070,200
https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar,2024-12-04 13:38:30.983918,200
https://fbref.com/en/players/45b7edae/Holger-Badstuber,2024-12-04 13:38:34.872686,200
